
biology-concept	Amniotic-Fluid	"yes"
biology-concept	Amoeba	"yes"
biology-concept	Amoebocyte	"yes"
biology-concept	AMP	"yes"
biology-concept	Amphibian	"yes"
biology-concept	Amphipathic-Molecule	"yes"
biology-concept	Amphoteric-Substance	"yes"
biology-concept	Ampicillin	"yes"
biology-concept	Amplification	"yes"
biology-concept	Amygdala	"yes"
biology-concept	Amylase	"yes"
biology-concept	Amylopectin	"yes"
biology-concept	Amyloplast	"yes"
biology-concept	Amylose	"yes"
biology-concept	Anabolic-Pathway	"yes"
biology-concept	Anabolism	"yes"
biology-concept	Anaerobe	"yes"
biology-concept	Anaerobic-Condition	"yes"
biology-concept	Anaerobic-Respiration	"yes"
biology-concept	Anagenesis	"yes"
biology-concept	Analysis	"no"
biology-concept	Anaphase	"yes"
biology-concept	Anaphase-I	"yes"
biology-concept	Anaphase-II	"yes"
biology-concept	Anaphase-Promoting-Complex	"yes"
biology-concept	Anaphylactic-Shock	"yes"
biology-concept	Anapsid	"yes"
biology-concept	Anatomical-Appendage	"yes"
biology-concept	Anatomical-Region	"yes"
biology-concept	Anatomical-Space	"yes"
biology-concept	Anatomical-Structure	"yes"
biology-concept	Anatomy	"yes"
biology-concept	Ancestral-Gene	"yes"
biology-concept	Anchor	"yes"
biology-concept	Anchor-Cell	"yes"
biology-concept	Anchor-Cell-Destruction-Experiment	"yes"
biology-concept	Anchoring-of-organelles	"yes"
biology-concept	Androgen	"yes"
biology-concept	Aneuploidy	"yes"
biology-concept	Angelman-Syndrome	"yes"
biology-concept	Angiopserm-Plant-Development	"yes"
biology-concept	Angiosperm	"yes"
biology-concept	angle	"no"
biology-concept	Angle-Constant	"no"
biology-concept	angle-of	"no"
biology-concept	Angle-Value	"no"
biology-concept	Anhydrobiosis	"yes"
biology-concept	animacy	"no"
biology-concept	Animacy-Constant	"no"
biology-concept	animacy-of	"no"
biology-concept	Animacy-Value	"no"
biology-concept	Animal	"yes"
biology-concept	Animal-Appendage	"yes"
biology-concept	Animal-Cell	"yes"
biology-concept	Animal-Cell-Cycle-Involving-Meiosis	"yes"
biology-concept	Animal-Cell-Cycle-Involving-Mitosis	"yes"
biology-concept	Animal-Cell-Division	"yes"
biology-concept	Animal-Cell-Growth	"yes"
biology-concept	Animal-Cell-Inside-Hypertonic-Solution	"yes"
biology-concept	Animal-Cell-Inside-Hypotonic-Solution	"yes"
biology-concept	Animal-Cell-Inside-Isotonic-Solution	"yes"
biology-concept	Animal-Cell-Structure	"yes"
biology-concept	Animal-Development	"yes"
biology-concept	Animal-Development-Cell	"yes"
biology-concept	Animal-Embryo	"yes"
biology-concept	Animal-Fertilization	"yes"
biology-concept	Animal-Husbandry	"yes"
biology-concept	Animal-Life-Cycle	"yes"
biology-concept	Animal-Nutritional-Requirement	"no"
biology-concept	Animal-Organ	"yes"
biology-concept	Animal-Orientation	"yes"
biology-concept	Animal-Plasma-Membrane	"yes"
biology-concept	Animal-Pole	"yes"
biology-concept	Animal-Process	"yes"
biology-concept	Animal-Space	"yes"
biology-concept	Animal-Specific-Tissue	"yes"
biology-concept	Animal-Statolith	"yes"
biology-concept	Animal-Stem-Cell	"yes"
biology-concept	Animal-Stem-Cell-Culturing-From-Embryo	"yes"
biology-concept	Animal-Stem-Cell-Culturing-From-Tissue	"yes"
biology-concept	Animal-Storage-Polysaccharide	"no"
biology-concept	Animal-Structure	"yes"
biology-concept	Animal-System	"yes"
biology-concept	Animal-Transcription-Factor-Gene	"yes"
biology-concept	Animal-Transport	"yes"
biology-concept	Animal-Virus	"yes"
biology-concept	*animate	"no"
biology-concept	Anion	"yes"
biology-concept	Anion-Substance	"yes"
biology-concept	Annealing	"yes"
biology-concept	Annelid	"yes"
biology-concept	Annual	"yes"
biology-concept	Anoplura	"yes"
biology-concept	ANP	"yes"
biology-concept	Ant	"yes"
biology-concept	Antarctic-Sea	"yes"
biology-concept	Antenna	"yes"
biology-concept	Antenna-Pigment	"yes"
biology-concept	Anterior	"yes"
biology-concept	Anterior-End	"yes"
biology-concept	Anterior-Pituitary	"yes"
biology-concept	Anterior-Posterior-Axis	"yes"
biology-concept	Anterior-Structure	"yes"
biology-concept	Anther	"yes"
biology-concept	Antheridium	"yes"
biology-concept	Anthozoan	"yes"
biology-concept	Anthropoid	"yes"
biology-concept	Anti-Antibiotic-Gene	"yes"
biology-concept	Anti-Antibiotic-Protein	"yes"
biology-concept	Antibacterial-Agent	"yes"
biology-concept	Antibiotic	"yes"
biology-concept	Antibiotic-Resistance	"yes"
biology-concept	Antibiotic-Resistance-Process	"yes"
biology-concept	Antibody	"yes"
biology-concept	Anticodon	"yes"
biology-concept	Antidiuretic-Hormone	"yes"
biology-concept	Antigen	"yes"
biology-concept	Antigen-Binding-Site	"yes"
biology-concept	Antigen-Presentation	"yes"
biology-concept	Antigen-Presenting-Cell	"yes"
biology-concept	Antigen-Receptor	"yes"
biology-concept	Antimicrobial-Protein	"yes"
biology-concept	Antimony	"yes"
biology-concept	Antioxidant	"no"
biology-concept	Antiparallel-Arrangement	"yes"
biology-concept	Antiparallel-DNA-strand	"yes"
biology-concept	*antiqueWhite	"no"
biology-concept	Anuran	"yes"
biology-concept	Anus	"no"
biology-concept	Ape	"yes"
biology-concept	Aphid	"yes"
biology-concept	Aphotic-Zone	"yes"
biology-concept	Apical-Bud	"yes"
biology-concept	Apical-Dominance	"yes"
biology-concept	Apical-Ectodermal-Ridge	"yes"
biology-concept	Apical-Meristem	"yes"
biology-concept	Apicomplexan	"yes"
biology-concept	Apodan	"yes"
biology-concept	Apomixis	"yes"
biology-concept	Apoplast	"yes"
biology-concept	Apoplastic-Transport	"no"
biology-concept	Apoptosis	"yes"
biology-concept	Appendix	"yes"
biology-concept	aql-slot	"no"
biology-concept	aql-slot-of	"no"
biology-concept	*aqua	"no"
biology-concept	*aquamarine	"no"
biology-concept	Aquaporin	"yes"
biology-concept	Aquatic-Ecosystem	"yes"
biology-concept	Aquatic-Zone	"yes"
biology-concept	*aqueous	"no"
biology-concept	Aqueous-Humor	"yes"
biology-concept	Aqueous-Salt-Solution	"yes"
biology-concept	Aqueous-Solution	"yes"
biology-concept	*Arabic	"no"
biology-concept	Arabidopsis	"yes"
biology-concept	Arabidopsis-Development	"yes"
biology-concept	Arabidopsis-Thaliana	"yes"
biology-concept	Arachnid	"yes"
biology-concept	Arbuscular-Mycorrhiza	"yes"
biology-concept	Arbuscular-Mycorrhizal-Fungus	"yes"
biology-concept	Archaea	"yes"
biology-concept	Archaeopteryx	"yes"
biology-concept	Archaeplastid	"yes"
biology-concept	Archaeplastida	"yes"
biology-concept	Archegonium	"yes"
biology-concept	Archenteron	"yes"
biology-concept	Architectural-Structure	"no"
biology-concept	Archosaur	"yes"
biology-concept	*arcminute	"no"
biology-concept	*arcsecond	"no"
biology-concept	area	"no"
biology-concept	Area-Constant	"no"
biology-concept	area-of	"no"
biology-concept	Area-Scale	"no"
biology-concept	Area-Value	"no"
biology-concept	Arginine	"yes"
biology-concept	Argon	"yes"
biology-concept	*arid	"no"
biology-concept	Arithmetic-Difference	"no"
biology-concept	Arithmetic-Method	"no"
biology-concept	Arithmetic-Product	"no"
biology-concept	Arithmetic-Quotient	"no"
biology-concept	Aromatic-Hydrocarbon	"yes"
biology-concept	Arsenic	"yes"
biology-concept	Arteriole	"yes"
biology-concept	Arteriosclerosis	"yes"
biology-concept	Artery	"yes"
biology-concept	Arthropod	"yes"
biology-concept	Artifact	"no"
biology-concept	Artificial-Membrane	"yes"
biology-concept	Artificial-Selection	"yes"
biology-concept	Artificial-Selection-With-Antibiotics	"yes"
biology-concept	Artiodactyla	"yes"
biology-concept	Ascent-Of-Xylem-Sap	"no"
biology-concept	Ascocarp	"yes"
biology-concept	Ascomycete	"yes"
biology-concept	Ascus	"yes"
biology-concept	Asexual-Reproduction	"yes"
biology-concept	Asian-Ladybug	"yes"
biology-concept	A-Site	"yes"
biology-concept	Asparagine	"yes"
biology-concept	Aspartic-Acid	"yes"
biology-concept	Assisted-Reproductive-Technology	"yes"
biology-concept	Associative-Learning	"yes"
biology-concept	Assurance	"no"
biology-concept	*AST	"no"
biology-concept	Astatine	"yes"
biology-concept	Aster	"yes"
biology-concept	Asteroid	"yes"
biology-concept	Asteroidea	"yes"
biology-concept	Astrocyte	"yes"
biology-concept	Asymmetrical-Cell-Division	"yes"
biology-concept	Asymmetrical-Distribution	"yes"
biology-concept	Atherosclerosis	"yes"
biology-concept	Atmosphere	"yes"
biology-concept	Atom	"no"
biology-concept	atomic-chemical-formula	"no"
biology-concept	atomic-chemical-formula-of	"no"
biology-concept	Atomic-Entity	"yes"
biology-concept	Atomic-Mass-Constant	"no"
biology-concept	Atomic-Mass-Value	"no"
biology-concept	Atomic-Nucleus	"yes"
biology-concept	atomic-number	"no"
biology-concept	Atomic-Number-Constant	"no"
biology-concept	atomic-number-of	"no"
biology-concept	Atomic-Number-Value	"no"
biology-concept	Atomic-Orbital	"yes"
biology-concept	Atomic-Region	"yes"
biology-concept	atomic-symbol	"no"
biology-concept	atomic-symbol-of	"no"
biology-concept	Atomic-Tracking	"yes"
biology-concept	atomic-weight	"no"
biology-concept	Atomic-Weight-Constant	"no"
biology-concept	atomic-weight-of	"no"
biology-concept	Atomic-Weight-Value	"yes"
biology-concept	ATP	"yes"
biology-concept	ATP-Cycle	"yes"
biology-concept	ATP-Hydrolyzing-Transport-Protein	"yes"
biology-concept	ATP-Synthase	"yes"
biology-concept	Atrium	"yes"
biology-concept	Attach	"no"
biology-concept	Attack	"yes"
biology-concept	Attract	"yes"
biology-concept	Attraction-Between-Anion-And-Cation	"yes"
biology-concept	Attraction-Between-Oppositely-Charged-Entities	"yes"
biology-concept	*auburn	"no"
biology-concept	Auditory-Space	"yes"
biology-concept	AUG	"yes"
biology-concept	aura-state-query-type	"no"
biology-concept	aura-state-query-type-of	"no"
biology-concept	Aurelia	"yes"
biology-concept	Australopithecine	"yes"
biology-concept	Australopithecus-Afarensis	"yes"
biology-concept	Australopithecus-Africanus	"yes"
biology-concept	Authorize	"no"
biology-concept	Authorized	"no"
biology-concept	Autocrine	"yes"
biology-concept	Autocrine-Signaling	"yes"
biology-concept	Autodigestion	"yes"
biology-concept	Autoimmune-Disease	"yes"
biology-concept	Autoionization-Of-Water	"yes"
biology-concept	Automobile	"yes"
biology-concept	Autonomic-Nervous	"yes"
biology-concept	Autophagy	"yes"
biology-concept	Autopolyploid	"yes"
biology-concept	Autoradiograph	"yes"
biology-concept	Autoradiography	"yes"
biology-concept	Autosomal-Dominant-Trait	"yes"
biology-concept	Autosomal-Recessive-Trait	"yes"
biology-concept	Autosome	"yes"
biology-concept	Autotroph	"yes"
biology-concept	Auxin	"yes"
biology-concept	*average	"no"
biology-concept	Avirulent	"yes"
biology-concept	AV-Valve	"yes"
biology-concept	away-from	"no"
biology-concept	away-from-of	"no"
biology-concept	*AWST	"no"
biology-concept	Axes-Formation	"yes"
biology-concept	Axillary-Bud	"yes"
biology-concept	Axon	"yes"
biology-concept	Axon-Hillock	"yes"
biology-concept	Azide	"yes"
biology-concept	*azure	"no"
biology-concept	*backward	"no"
biology-concept	Bacterial-artificial-chromosome	"yes"
biology-concept	Bacterial-Cell-Inside-Hypertonic-Solution	"yes"
biology-concept	Bacterial-Chromosome-Replication	"yes"
biology-concept	Bacterial-Disease	"yes"
biology-concept	Bacterial-Infection	"yes"
biology-concept	Bacterial-Infection-In-Human	"yes"
biology-concept	Bacteriorhodopsin	"yes"
biology-concept	Bacterium	"yes"
biology-concept	Bacteroid	"yes"
biology-concept	Baculum	"yes"
biology-concept	Balanced-Polymorphism	"yes"
biology-concept	Balance-Equation	"no"
biology-concept	Balancing-Selection	"yes"
biology-concept	Baleen	"no"
biology-concept	Ball-And-Socket-Joint	"yes"
biology-concept	Bandicoot	"yes"
biology-concept	Band-Pattern	"yes"
biology-concept	B-Antigen	"yes"
biology-concept	Ba-Plus-2	"yes"
biology-concept	*bar	"no"
biology-concept	Barbiturate	"yes"
biology-concept	Barium	"yes"
biology-concept	Bark	"yes"
biology-concept	Barnacle	"yes"
biology-concept	Barr-Body	"yes"
biology-concept	Barr-Body-Formation	"yes"
biology-concept	Barr-Body-Mosaic	"yes"
biology-concept	Barrier	"no"
biology-concept	Bartholins-Gland	"yes"
biology-concept	Basal-Angiosperm	"yes"
biology-concept	Basal-Body	"yes"
biology-concept	Basal-Nuclei	"yes"
biology-concept	base	"no"
biology-concept	Base	"yes"
biology-concept	Base-Compound	"yes"
biology-concept	Base-Dissociation-Reaction	"yes"
biology-concept	Basement-Membrane	"yes"
biology-concept	base-of	"no"
biology-concept	Base-Pair	"yes"
biology-concept	Base-pairing	"yes"
biology-concept	Base-Pairing-Between-Adenine-And-Thymine	"yes"
biology-concept	Base-Pairing-Between-Adenine-And-Uracil	"yes"
biology-concept	Base-Pairing-Between-Cytosine-And-Guanine	"yes"
biology-concept	Base-Pair-Substitution	"yes"
biology-concept	Base-Role	"no"
biology-concept	*basic	"no"
biology-concept	Basic-Amino-Acid	"yes"
biology-concept	Basic-Solution	"yes"
biology-concept	Basic-Solution-Of-Weak-Base	"yes"
biology-concept	Basidiocarp	"yes"
biology-concept	Basidium	"yes"
biology-concept	Basophil	"yes"
biology-concept	Bat	"yes"
biology-concept	Batesian-Mimicry	"yes"
biology-concept	Bathroom	"no"
biology-concept	B-Cell-Receptor	"yes"
biology-concept	B-Cells	"yes"
biology-concept	Be-Accessible	"no"
biology-concept	Be-Activated	"no"
biology-concept	Bean	"yes"
biology-concept	Be-Analogically-Related	"no"
biology-concept	Bean-Plant	"yes"
biology-concept	Bear	"yes"
biology-concept	*beat-per-minute	"no"
biology-concept	Be-Attached-To	"no"
biology-concept	Be-Available	"no"
biology-concept	Be-Blocked	"no"
biology-concept	Be-Broken	"no"
biology-concept	Be-Closed	"no"
biology-concept	Be-Concealed	"no"
biology-concept	Be-Confined	"no"
biology-concept	Be-Contained	"no"
biology-concept	Be-Controlled	"no"
biology-concept	Be-Damaged	"no"
biology-concept	Be-Defeated	"no"
biology-concept	Be-Different	"no"
biology-concept	Bee	"yes"
biology-concept	Be-Energetically-Different	"no"
biology-concept	Be-Energetically-Related	"no"
biology-concept	Beer	"yes"
biology-concept	Beetle	"yes"
biology-concept	Be-Functionally-Different	"no"
biology-concept	Be-Functionally-Related	"no"
biology-concept	Be-Functionally-Similar	"no"
biology-concept	Behavior	"yes"
biology-concept	Behavioral-Ecology	"yes"
biology-concept	Be-Held	"no"
biology-concept	*beige	"no"
biology-concept	Be-Impacted	"no"
biology-concept	Be-Inaccessible	"no"
biology-concept	Be-Known	"no"
biology-concept	Belding-Ground-Squirrel	"yes"
biology-concept	*bell	"no"
biology-concept	beneficiary	"no"
biology-concept	beneficiary-of	"no"
biology-concept	*Bengali	"no"
biology-concept	Benign-Tumor	"yes"
biology-concept	Benthic-Zone	"yes"
biology-concept	Benthos	"yes"
biology-concept	Benzoate	"yes"
biology-concept	Be-Obstructed	"no"
biology-concept	Be-Open	"no"
biology-concept	Be-Qualitatively-Different	"no"
biology-concept	Be-Qualitatively-Related	"no"
biology-concept	Be-Qualitatively-Similar	"no"
biology-concept	Be-Related	"no"
biology-concept	Be-Restrained	"no"
biology-concept	Berkelium	"yes"
biology-concept	Be-Ruined	"no"
biology-concept	Beryllium	"yes"
biology-concept	Be-SF-Related	"no"
biology-concept	Be-Shut-Out	"no"
biology-concept	Be-Similar	"no"
biology-concept	Be-Sitting	"no"
biology-concept	Be-Stable	"no"
biology-concept	Be-Standing	"no"
biology-concept	Be-Stored	"no"
biology-concept	Be-Structurally-Different	"no"
biology-concept	Be-Structurally-Related	"no"
biology-concept	Be-Structurally-Similar	"no"
biology-concept	Be-Supported	"no"
biology-concept	|Beta-1,4-Linkage|	"yes"
biology-concept	Beta-Cell-Islet-Of-Langerhans	"yes"
biology-concept	Beta-Globin	"yes"
biology-concept	Beta-Globin-Ancestral-Gene	"yes"
biology-concept	Beta-Globin-Gene	"yes"
biology-concept	Beta-Globin-Pre-mRNA	"yes"
biology-concept	Beta-Glucose	"yes"
biology-concept	Beta-Oxidation	"yes"
biology-concept	Beta-Sheet	"yes"
biology-concept	Beta-Tubulin	"yes"
biology-concept	Be-Touching	"no"
biology-concept	Be-Unavailable	"no"
biology-concept	Be-Unblocked	"no"
biology-concept	Be-Victorious	"no"
biology-concept	B-Galactosidase	"no"
biology-concept	Bicarbonate-Ion	"yes"
biology-concept	Bicoid	"yes"
biology-concept	Bicoid-Gene	"yes"
biology-concept	Bicoid-Gene-Mutation	"yes"
biology-concept	Bicoid-mRNA	"yes"
biology-concept	Bicoid-Protein	"yes"
biology-concept	Bicoid-Protein-Hypothesis	"yes"
biology-concept	Bicoid-Protein-Hypothesis-Experiment	"yes"
biology-concept	Biennial	"yes"
biology-concept	*big	"no"
biology-concept	Big-Node	"no"
biology-concept	big-node-is-open	"no"
biology-concept	big-node-is-open-of	"no"
biology-concept	big-node-of	"no"
biology-concept	big-nodes	"no"
biology-concept	Bilaterally-Symmetrical-Animal	"yes"
biology-concept	Bilaterian	"yes"
biology-concept	Bile	"yes"
biology-concept	Bile-Salt	"no"
biology-concept	Binary-Fission	"yes"
biology-concept	Binding-Site	"yes"
biology-concept	Binomial-Nomenclature	"yes"
biology-concept	Biochemical-Change	"yes"
biology-concept	Biochemical-Model	"yes"
biology-concept	Biodiesel-Production	"yes"
biology-concept	Biodiversity-Hot-Spot	"yes"
biology-concept	Bioenergetics	"yes"
biology-concept	Bioethanol-Production	"yes"
biology-concept	Biofilm	"yes"
biology-concept	Biofuel	"yes"
biology-concept	Biofuel-Production	"yes"
biology-concept	Biogenic-Amine	"yes"
biology-concept	Biogeochemical-Cycle	"yes"
biology-concept	Biogeography	"yes"
biology-concept	Bioinformatics	"yes"
biology-concept	Biological-Augmentation	"yes"
biology-concept	Biological-Clock	"yes"
biology-concept	Biological-Fluid	"yes"
biology-concept	Biological-Magnification	"yes"
biology-concept	Biological-Process	"yes"
biology-concept	Biological-Region	"no"
biology-concept	Biological-Species	"yes"
biology-concept	Biologist	"yes"
